StateFull,Year,Place of residence profile,Personal income (millions of dollars),Derivation of personal income,Net earnings by place of residence,Personal current transfer receipts,Income maintenance benefits 1/,Unemployment insurance compensation,Retirement and other,"Dividends, interest, and rent",Personal dividend income,Personal interest income,Imputed interest receipts 2/,Monetary interest receipts,Rental income of persons,Imputed rent,Monetary rent,Population (persons) 3/,Per capita incomes (dollars),Per capita personal income 4/,Per capita net earnings 4/,Per capita personal current transfer receipts 4/,Per capita income maintenance benefits 4/,Per capita unemployment insurance compensation 4/,Per capita retirement and other 4/,"Per capita dividends, interest, and rent 4/",Per capita dividends 4/,Per capita interest 4/,Per capita rent 4/,Place of work profile (millions of dollars),Earnings by place of work,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 5/,Employer contributions for government social insurance,Proprietors' income,Farm proprietors' income,Nonfarm proprietors' income,Total employment (number of jobs),Wage and salary employment,Proprietors employment,Farm proprietors employment 6/,Nonfarm proprietors employment,Average earnings per job (dollars),Average wages and salaries,Average nonfarm proprietors' income,Column1
New Hampshire,2004,NA,51035.4,NA,37305.8,5682.2,323.3,96.6,5262.3,8047.4,2192.5,4598,3110.3,1487.7,1256.9,908,348.9,1290121,NA,39559,28917,4404,251,75,4079,6238,1699,3564,974,NA,36886.4,24859.3,5622.4,3859.4,1763,6404.7,19.8,6384.9,812823,643788,169035,3328,165707,45381,38614,38531,
New Hampshire,2005,NA,52919.6,NA,38784.2,5927,364.8,84,5478.2,8208.4,2015.7,5052,3115.3,1936.7,1140.6,782.7,357.9,1298492,NA,40755,29869,4565,281,65,4219,6321,1552,3891,878,NA,38541,25962.9,5950.2,4131.5,1818.6,6627.9,18.3,6609.6,825600,648879,176721,3327,173394,46682,40012,38119,
New Hampshire,2006,NA,56713.3,NA,41175,6328.8,388.4,88.3,5852.1,9209.6,2503.1,5751.8,3262.8,2489,954.7,594,360.7,1308389,NA,43346,31470,4837,297,68,4473,7039,1913,4396,730,NA,40950,27442.6,6182.9,4302.1,1880.8,7324.5,6.7,7317.7,835582,655750,179832,3265,176567,49008,41849,41444,
New Hampshire,2007,NA,58904.4,NA,41939,6869.4,407.7,100.9,6360.8,10096,2788.5,6478.9,3545.1,2933.8,828.5,432.8,395.7,1312540,NA,44878,31953,5234,311,77,4846,7692,2125,4936,631,NA,41512.9,28502.4,6436.1,4494.1,1942,6574.4,2.7,6571.6,848001,658831,189170,3983,185187,48954,43262,35486,
New Hampshire,2008,NA,60395.6,NA,42058.1,7952.7,545.2,150.8,7256.7,10384.8,2748.9,6465.9,3770.9,2695.1,1169.9,680.7,489.2,1315906,NA,45897,31961,6043,414,115,5515,7892,2089,4914,889,NA,41639.4,29108.4,6683.3,4679.7,2003.7,5847.7,21.5,5826.1,844862,656967,187895,3979,183916,49285,44307,31678,
New Hampshire,2009,NA,59597.3,NA,41337.9,8574.5,738,396.1,7440.4,9685,1738.9,6423,4001.5,2421.5,1523.1,1021.5,501.5,1316102,NA,45283,31409,6515,561,301,5653,7359,1321,4880,1157,NA,41608.2,28022.3,7025.7,5005.8,2019.9,6560.2,0.6,6559.6,820809,633060,187749,3997,183752,50692,44265,35698,
New Hampshire,2010,NA,62306.3,NA,43687.8,9136.1,818.9,364.4,7952.8,9482.4,1617.4,5969,4055,1914,1896,1315.6,580.4,1316700,NA,47320,33180,6939,622,277,6040,7202,1228,4533,1440,NA,43477.8,28465.5,7172.6,5063.3,2109.2,7839.7,17.3,7822.3,813707,629907,183800,4048,179752,53432,45190,43517,
New Hampshire,2011,NA,65443.3,NA,45337.2,9073.7,823.6,221.9,8028.2,11032.4,2316.9,6412.9,4280.7,2132.2,2302.6,1605.7,696.9,1318345,NA,49640,34390,6883,625,168,6090,8368,1757,4864,1747,NA,44476.2,29458.6,7427.4,5212.3,2215.1,7590.1,17.8,7572.4,818789,633733,185056,4041,181015,54319,46484,41833,
New Hampshire,2012,NA,68557.6,NA,46717.8,9215.6,819.8,186.4,8209.5,12624.1,2866.6,7197.5,4520.5,2677,2560,1828.3,731.7,1320923,NA,51901,35368,6977,621,141,6215,9557,2170,5449,1938,NA,45554.3,30470.8,7128.1,4850.7,2277.4,7955.4,32,7923.4,824361,640426,183935,4071,179864,55260,47579,44052,
New Hampshire,2013,NA,68116.9,NA,46369.5,9397,660,141.5,8595.5,12350.4,2790,6939.1,4372.6,2566.5,2621.4,1871.7,749.7,1322622,NA,51501,35059,7105,499,107,6499,9338,2109,5246,1982,NA,46121.1,31223.9,7454.6,5187.5,2267.1,7442.6,37.6,7405,835032,647086,187946,4124,183822,55233,48253,40284,
New Hampshire,2014,NA,70506.5,NA,47651.2,10010.4,633.3,106.3,9270.9,12844.9,3558.2,6549.3,3994,2555.2,2737.4,1915.7,821.7,1328684,NA,53065,35863,7534,477,80,6977,9667,2678,4929,2060,NA,47834.4,33028.8,7602.2,5291.4,2310.9,7203.4,20.1,7183.2,844623,655565,189058,4127,184931,56634,50382,38843,
New Hampshire,2015,NA,73430,NA,49418.9,10751.2,619.4,88.7,10043.1,13259.9,3637.2,6631.2,4098,2533.3,2991.5,2048.2,943.3,1330134,NA,55205,37153,8083,466,67,7550,9969,2734,4985,2249,NA,49304.3,34472.9,7914.1,5552.7,2361.4,6917.3,35.6,6881.7,860799,666446,194353,4147,190206,57277,51727,36180,
New Hampshire,2016,NA,76247.4,NA,51176.9,11413.2,600.8,77,10735.5,13657.3,3816.9,6676.5,4115.5,2560.9,3164,2143,1020.9,1335015,NA,57114,38334,8549,450,58,8041,10230,2859,5001,2370,NA,50650.8,35693.1,7762,5338.9,2423.2,7195.6,-2.4,7198.1,873508,676434,197074,4141,192933,57985,52767,37309,
New Hampshire,2017,NA,80122,NA,53997,11843.6,588,71.1,11184.5,14281.4,3928.8,7034.2,4229.3,2804.9,3318.5,2305.8,1012.7,1342795,NA,59668,40212,8820,438,53,8329,10636,2926,5238,2471,NA,53180.3,37058.2,8109.8,5560.7,2549.1,8012.3,-3.5,8015.8,883304,682227,201077,4141,196936,60206,54319,40702,
New Jersey,1998,NA,286990.2,NA,198709.2,31714.9,2260,1090.2,28364.7,56566.1,13106.1,37190.5,19842.9,17347.6,6269.6,4112.4,2157.2,8287418,NA,34630,23977,3827,273,132,3423,6826,1581,4488,757,NA,201798.4,150785.7,31287.9,20050.6,11237.3,19724.8,88.2,19636.7,4500635,3876020,624615,9390,615225,44838,38902,31918,
New Jersey,1999,NA,300848.1,NA,211088,33039.3,2205.8,1109.8,29723.7,56720.8,12853.9,37119.6,20610.8,16508.8,6747.3,4679.1,2068.2,8359592,NA,35988,25251,3952,264,133,3556,6785,1538,4440,807,NA,213357.2,159052.4,32412.2,20712.4,11699.8,21892.7,65.9,21826.8,4571128,3927176,643952,9369,634583,46675,40500,34396,
New Jersey,2000,NA,331307.3,NA,233145.8,35261.6,2158,1144.1,31959.6,62900,14493.4,41643,22457.7,19185.3,6763.6,4785.5,1978.1,8430621,NA,39298,27655,4183,256,136,3791,7461,1719,4939,802,NA,234153.6,174304.1,35128.3,22511.6,12616.8,24721.2,127.6,24593.5,4748598,4057425,691173,9408,681765,49310,42959,36073,
New Jersey,2001,NA,342293,NA,240699.8,39197.8,2299.9,1576,35321.9,62395.4,13770,41154.1,21827,19327.1,7471.4,5324.3,2147.1,8492671,NA,40305,28342,4615,271,186,4159,7347,1621,4846,880,NA,242111.3,177042.1,37151.3,24049.4,13101.9,27918,62.3,27855.7,4777145,4059504,717641,9591,708050,50681,43612,39341,
New Jersey,2002,NA,347247.7,NA,245294.1,42402.2,2489.2,2866.6,37046.3,59551.5,14829.4,36811.1,21555.1,15256.1,7911,5880.9,2030.2,8552643,NA,40601,28680,4958,291,335,4332,6963,1734,4304,925,NA,249787.2,179853.6,39968.4,26677.3,13291.1,29965.2,30.1,29935.1,4791993,4050546,741447,9492,731955,52126,44402,40898,
New Jersey,2003,NA,356002.8,NA,252554.1,42878.2,2707.1,2680.7,37490.3,60570.5,15555.8,35874.9,21759.7,14115.2,9139.8,6964.1,2175.7,8601402,NA,41389,29362,4985,315,312,4359,7042,1809,4171,1063,NA,257236.8,184596,42036.9,28673.9,13363,30603.8,72,30531.8,4825005,4041438,783567,9095,774472,53313,45676,39423,
New Jersey,2004,NA,372881.9,NA,265317.2,43454.6,2895.6,1975.7,38583.3,64110,20371.8,33713.1,22235.8,11477.4,10025.1,7884.1,2141,8634561,NA,43185,30727,5033,335,229,4468,7425,2359,3904,1161,NA,268301,192500.1,44654,30680,13974,31146.9,94.9,31052,4909617,4068023,841594,8849,832745,54648,47320,37289,
New Jersey,2005,NA,386942.7,NA,275330.9,45759.6,3331.2,1772.3,40656.1,65852.1,18968.4,37981.4,22621.8,15359.6,8902.3,6663,2239.3,8651974,NA,44723,31823,5289,385,205,4699,7611,2192,4390,1029,NA,277308.1,199918.3,47674,33119.6,14554.4,29715.8,142.5,29573.3,4991146,4099778,891368,8717,882651,55560,48763,33505,
New Jersey,2006,NA,415978.7,NA,292170.8,49687.4,3676.6,1732.9,44277.9,74120.4,23067.9,43625.3,24224.7,19400.6,7427.3,5167.8,2259.4,8661679,NA,48025,33731,5736,424,200,5112,8557,2663,5037,857,NA,290109.5,210433.6,47527.5,32620.1,14907.4,32148.4,157.5,31990.8,5057223,4133463,923760,8517,915243,57365,50910,34953,
New Jersey,2007,NA,440854.8,NA,307018.8,52054.8,4048.9,1887.8,46118.1,81781.1,26373.5,49217,26135.6,23081.5,6190.6,3595.1,2595.5,8677885,NA,50802,35379,5999,467,218,5314,9424,3039,5672,713,NA,300403.5,219859.8,49049.8,33123.8,15925.9,31493.9,124.6,31369.3,5130158,4143110,987048,8904,978144,58556,53066,32070,
New Jersey,2008,NA,453338.6,NA,310478.3,58727.8,4565.5,2855.1,51307.2,84132.5,26008.5,48964.4,27475.7,21488.7,9159.6,6041.2,3118.4,8711090,NA,52042,35642,6742,524,328,5890,9658,2986,5621,1051,NA,305490.3,224221.7,49622.9,33258.8,16364.1,31645.6,91.7,31553.9,5123820,4113605,1010215,8613,1001602,59622,54507,31503,
New Jersey,2009,NA,439321.8,NA,298167.6,65264.4,5366.1,6868.9,53029.4,75889.8,17670.5,45728.5,27610.4,18118.1,12490.7,9321.3,3169.5,8755602,NA,50176,34054,7454,613,785,6057,8668,2018,5223,1427,NA,300804.1,214770.1,50646.8,34676.1,15970.7,35387.3,109.6,35277.6,4992063,3951152,1040911,8444,1032467,60256,54356,34168,
New Jersey,2010,NA,452322.6,NA,307720.7,70718.3,6115.2,7625.6,56977.5,73883.6,17000.4,41474.3,26445.9,15028.4,15409,11688.8,3720.1,8803708,NA,51379,34954,8033,695,866,6472,8392,1931,4711,1750,NA,306929.6,217103.8,50771.4,34458.6,16312.9,39054.4,98.9,38955.4,4960621,3908070,1052551,8344,1044207,61873,55553,37306,
New Jersey,2011,NA,473913.4,NA,320701.5,71453.8,6616.7,6271,58566.1,81758.1,21006.1,42219.2,26676.4,15542.8,18532.8,14220.5,4312.3,8844694,NA,53582,36259,8079,748,709,6622,9244,2375,4773,2095,NA,313040.9,221455.5,51428,34530.7,16897.4,40157.4,149.2,40008.2,5018505,3903364,1115141,8221,1106920,62377,56735,36144,
New Jersey,2012,NA,491656.7,NA,332691.2,70323,6810.1,5258.2,58254.6,88642.4,25260.2,43612.8,26913.9,16698.9,19769.5,15362.9,4406.6,8882095,NA,55354,37456,7917,767,592,6559,9980,2844,4910,2226,NA,325057.3,228013.4,53035.7,35588,17447.7,44008.2,156.4,43851.8,5053839,3937611,1116228,7888,1108340,64319,57907,39565,
New Jersey,2013,NA,496305.9,NA,338656.9,70981.3,6911.7,4089.5,59980.1,86667.7,24475.5,41322.2,26442.4,14879.8,20869.9,16310.1,4559.8,8913735,NA,55679,37993,7963,775,459,6729,9723,2746,4636,2341,NA,335300.4,233951.8,55180.8,37208.2,17972.7,46167.8,125.2,46042.6,5132846,3978040,1154806,8015,1146791,65324,58811,40149,
New Jersey,2014,NA,519814.6,NA,352246.2,73847.4,7087.1,2241.3,64519,93721,29271.3,42907.7,27285.9,15621.8,21542,16380.4,5161.6,8943010,NA,58125,39388,8258,792,251,7214,10480,3273,4798,2409,NA,347079.9,240485.3,57059.2,38731.4,18327.8,49535.4,59,49476.3,5206619,4010203,1196416,8020,1188396,66661,59968,41633,
New Jersey,2015,NA,542404.7,NA,364808.3,76984.3,7444.3,1997.6,67542.3,100612.2,31192.3,46336.3,29329.3,17007,23083.5,17407,5676.6,8960001,NA,60536,40715,8592,831,223,7538,11229,3481,5171,2576,NA,358281.3,250923.4,56231.8,37338.3,18893.5,51126.1,179.5,50946.6,5302698,4061862,1240836,8087,1232749,67566,61775,41328,
New Jersey,2016,NA,555804.6,NA,372876.3,80085.3,7604.1,1916.1,70565.1,102843,32508,45908.6,28609.9,17298.7,24426.3,18252.2,6174.2,8978416,NA,61905,41530,8920,847,213,7859,11454,3621,5113,2721,NA,365619.5,256749.2,55829.3,36867.2,18962.1,53041,89.1,52951.9,5391181,4123132,1268049,8079,1259970,67818,62270,42026,
New Jersey,2017,NA,581198.6,NA,392100.8,81904.9,7501.3,1899.6,72504.1,107192.8,33445.7,47977,28884.2,19092.7,25770.2,19642.7,6127.5,9005644,NA,64537,43539,9095,833,211,8051,11903,3714,5327,2862,NA,381030,265376.1,57727.6,38246.5,19481.1,57926.2,79.8,57846.4,5470573,4174996,1295577,8078,1287499,69651,63563,44929,
New Mexico,1998,NA,38228.5,NA,24099.4,5719.1,765.6,90.1,4863.4,8410,1668,5816.5,3801,2015.5,925.5,584.2,341.3,1793484,NA,21315,13437,3189,427,50,2712,4689,930,3243,516,NA,26996.1,19828.8,4484.8,3001.5,1483.3,2682.5,405.4,2277,937525,758654,178871,15947,162924,28795,26137,13976,
New Mexico,1999,NA,39182.2,NA,24873.5,6050.7,809.4,96.5,5144.7,8258.1,1514,5745.9,3860.6,1885.2,998.2,660.5,337.7,1808082,NA,21671,13757,3346,448,53,2845,4567,837,3178,552,NA,27861.6,20521.2,4621.6,3092.3,1529.4,2718.8,501.2,2217.5,942297,765160,177137,15428,161709,29568,26819,13713,
New Mexico,2000,NA,42212.8,NA,27082.9,6423,788.9,85.3,5548.8,8706.9,1711.3,5955.4,3932.8,2022.6,1040.2,728.9,311.2,1821204,NA,23178,14871,3527,433,47,3047,4781,940,3270,571,NA,30228.7,21943.1,4958.4,3341,1617.4,3327.2,347.1,2980.1,964919,781167,183752,15227,168525,31328,28090,17683,
New Mexico,2001,NA,45275.6,NA,28878.4,7168.8,800.7,106.6,6261.5,9228.4,1766.9,6195.9,4014.3,2181.7,1265.5,908.8,356.7,1831690,NA,24718,15766,3914,437,58,3418,5038,965,3383,691,NA,32290.6,23288.8,5194.7,3463,1731.7,3807.1,590.9,3216.2,976506,792124,184382,17825,166557,33067,29400,19310,
New Mexico,2002,NA,46931.7,NA,30205.5,7872.8,867,174.9,6830.8,8853.4,1875.6,5669.7,4044.1,1625.7,1308.1,1001.3,306.8,1855309,NA,25296,16281,4243,467,94,3682,4772,1011,3056,705,NA,33817.2,24318.3,5675.6,3851.8,1823.7,3823.3,328.1,3495.3,984376,801301,183075,14530,168545,34354,30349,20738,
New Mexico,2003,NA,49042.2,NA,31734.8,8430.3,952.5,180.2,7297.6,8877.1,1787.6,5664.3,4249.9,1414.4,1425.2,1089.2,336,1877574,NA,26120,16902,4490,507,96,3887,4728,952,3017,759,NA,35546.3,25451.1,6144.5,4231.8,1912.7,3950.7,373.7,3576.9,1003002,812456,190546,16045,174501,35440,31326,20498,
New Mexico,2004,NA,52094.1,NA,33850.3,8991.9,1038,146.1,7807.9,9251.9,2297.1,5397.7,4258.1,1139.6,1557.1,1116.7,440.4,1903808,NA,27363,17780,4723,545,77,4101,4860,1207,2835,818,NA,37919.3,27005.9,6613.8,4622.7,1991,4299.7,662.6,3637.1,1027003,828953,198050,15632,182418,36922,32578,19938,
New Mexico,2005,NA,55782.3,NA,35806.5,9704,1131.5,126.2,8446.3,10271.9,2528.1,6309.2,4520.8,1788.3,1434.6,1044.2,390.4,1932274,NA,28869,18531,5022,586,65,4371,5316,1308,3265,742,NA,40205.2,28708.8,7138.5,5036.8,2101.7,4357.9,638,3719.9,1050191,844235,205956,15588,190368,38284,34006,19541,
New Mexico,2006,NA,59701.7,NA,38098.9,10585.4,1156.9,112.6,9315.8,11017.3,3397.4,6406.6,4477.3,1929.4,1213.3,806.2,407.2,1962137,NA,30427,19417,5395,590,57,4748,5615,1731,3265,618,NA,42890.7,30783.3,7440.5,5154.5,2286,4666.9,375.9,4290.9,1079132,867019,212113,15255,196858,39746,35505,21797,
New Mexico,2007,NA,63188.9,NA,39704.4,11520.6,1323.8,137,10059.8,11963.9,3925.6,6937.6,4647.2,2290.4,1100.7,628.9,471.8,1990070,NA,31752,19951,5789,665,69,5055,6012,1973,3486,553,NA,44766.7,32521.5,7800.6,5404.5,2396.1,4444.5,598.1,3846.3,1103300,876593,226707,18139,208568,40575,37100,18442,
New Mexico,2008,NA,67065.3,NA,41188.1,13244.8,1412.8,206.3,11625.7,12632.4,3933.5,7195.9,4965.5,2230.4,1503,911.4,591.6,2010662,NA,33355,20485,6587,703,103,5782,6283,1956,3579,748,NA,46544,34012.6,8118.4,5575,2543.4,4413,470.7,3942.3,1105447,879295,226152,18041,208111,42104,38682,18943,
New Mexico,2009,NA,66678.7,NA,40242.1,14666.9,1717.3,549.3,12400.4,11769.7,2643.2,7194.1,5368.8,1825.4,1932.4,1377.2,555.2,2036802,NA,32737,19757,7201,843,270,6088,5779,1298,3532,949,NA,45533,33240.7,8080.4,5559.1,2521.3,4211.9,125.7,4086.2,1072062,845420,226642,18270,208372,42472,39319,19610,
New Mexico,2010,NA,69262,NA,41672.7,15878.8,1984.8,765.1,13128.9,11710.5,2431.8,6855.2,5289.5,1565.7,2423.5,1753.9,669.6,2064607,NA,33547,20184,7691,961,371,6359,5672,1178,3320,1174,NA,47116.9,33508.6,8495.3,5914.5,2580.8,5113,634.6,4478.4,1059977,836523,223454,19083,204371,44451,40057,21913,
New Mexico,2011,NA,72820.7,NA,43756.2,16063,2029.7,636.1,13397.2,13001.6,2948,6928.1,5325.4,1602.6,3125.5,2284.4,841.1,2077744,NA,35048,21059,7731,977,306,6448,6258,1419,3334,1504,NA,48809.3,34175.2,8820,6128.4,2691.6,5814.1,880.4,4933.7,1064267,836180,228087,20715,207372,45862,40871,23792,
New Mexico,2012,NA,74583.6,NA,44277.9,16017.7,2058.6,445.9,13513.1,14288,3756.8,7243.7,5416.2,1827.5,3287.5,2424.5,863,2083590,NA,35796,21251,7688,988,214,6485,6857,1803,3477,1578,NA,49435.9,34992.6,9138.5,6386,2752.5,5304.9,744.7,4560.2,1067211,839254,227957,21328,206629,46323,41695,22069,
New Mexico,2013,NA,73406.2,NA,43456.3,16178.6,2089.5,325.2,13764,13771.2,3478,6882.6,5354.2,1528.4,3410.6,2507,903.6,2085161,NA,35204,20841,7759,1002,156,6601,6604,1668,3301,1636,NA,49441.7,35407.2,9077.6,6266.6,2811,4956.9,680.5,4276.4,1075465,846495,228970,21547,207423,45972,41828,20617,
New Mexico,2014,NA,77747.4,NA,44988.8,17705.2,2078.8,208,15418.3,15053.4,4130.5,7249.6,5565.4,1684.2,3673.3,2634.7,1038.6,2083207,NA,37321,21596,8499,998,100,7401,7226,1983,3480,1763,NA,51187.5,36608.7,9139.9,6244.1,2895.8,5438.9,957,4481.9,1083392,852348,231044,21473,209571,47247,42950,21386,
New Mexico,2015,NA,79953.2,NA,45378.9,19076.9,2115.4,182.9,16778.6,15497.4,4287.4,7401.7,5704,1697.8,3808.2,2810.6,997.6,2082264,NA,38397,21793,9162,1016,88,8058,7443,2059,3555,1829,NA,51882,37443.7,9536.9,6403.8,3133,4901.4,594.1,4307.4,1091873,860023,231850,21405,210445,47516,43538,20468,
New Mexico,2016,NA,81184.6,NA,45791.7,19534.5,2188.8,193.5,17152.3,15858.4,4443.2,7382.8,5657.4,1725.4,4032.4,2982.2,1050.3,2085432,NA,38929,21958,9367,1050,93,8225,7604,2131,3540,1934,NA,52263.3,37594.5,9924.4,6822.9,3101.5,4744.4,609.2,4135.3,1092406,861222,231184,21291,209893,47842,43653,19702,
New Mexico,2017,NA,83127.3,NA,47159,19546.7,2139.8,158.1,17248.8,16421.5,4582.6,7590,5682.7,1907.3,4248.9,3207.9,1041.1,2088070,NA,39811,22585,9361,1025,76,8261,7864,2195,3635,2035,NA,53657.9,38565.3,10058,7022.9,3035.1,5034.6,646.6,4388,1097872,862272,235600,21372,214228,48874,44725,20483,
New York,1998,NA,600536.3,NA,394520.6,93327.7,11493.5,1595.6,80238.7,112687.9,25439.9,77232.5,41552.4,35680.1,10015.5,5801.4,4214.1,18755906,NA,32019,21034,4976,613,85,4278,6008,1356,4118,534,NA,469693.3,339066.6,72764.8,48622.4,24142.3,57861.9,226.4,57635.5,9901394,8471480,1429914,38991,1390923,47437,40024,41437,
New York,1999,NA,636314.9,NA,426775.4,96166.7,11641.9,1622,82902.9,113372.7,24743.1,77910.4,43463.1,34447.3,10719.2,6585.6,4133.6,18882725,NA,33698,22601,5093,617,86,4390,6004,1310,4126,568,NA,505520.1,360177.6,76504.1,51462,25042.1,68838.4,343.9,68494.5,10164527,8669419,1495108,39735,1455373,49734,41546,47063,
New York,2000,NA,684897.9,NA,462203.1,100646.3,11566.8,1676.2,87403.3,122048.6,27765,83555,45760.7,37794.3,10728.6,6763,3965.6,19001780,NA,36044,24324,5297,609,88,4600,6423,1461,4397,565,NA,548638.7,394830.4,82900.4,55789.2,27111.2,70907.9,282.8,70625.1,10424526,8840737,1583789,38963,1544826,52630,44660,45717,
New York,2001,NA,709931.4,NA,482614.6,107212.7,12110.6,2657.5,92444.6,120104.2,26380.3,81803,44387.2,37415.8,11920.8,7633.9,4286.9,19082838,NA,37203,25291,5618,635,139,4844,6294,1382,4287,625,NA,572190.5,404771.4,85538.9,57205.7,28333.1,81880.2,409.6,81470.6,10438676,8791179,1647497,38249,1609248,54814,46043,50626,
New York,2002,NA,707720,NA,480489.4,116585.8,12927.6,4271,99387.2,110644.8,27384.8,70602.5,42722.2,27880.4,12657.4,8525.8,4131.6,19137800,NA,36980,25107,6092,675,223,5193,5781,1431,3689,661,NA,568797.4,394937.7,88919.4,59995.6,28923.8,84940.3,77.5,84862.8,10348345,8660631,1687714,37087,1650627,54965,45601,51412,
New York,2003,NA,718701.9,NA,483415.4,121503.3,13408.8,3948,104146.6,113783.2,28919.2,70696.8,44123.2,26573.6,14167.2,9933.1,4234.1,19175939,NA,37479,25209,6336,699,206,5431,5934,1508,3687,739,NA,574124.5,401261.5,94445.8,64529,29916.7,78417.2,293.1,78124.1,10377811,8617807,1760004,35404,1724600,55322,46562,45300,
New York,2004,NA,753191.2,NA,502115.2,130873.8,14311.9,2642.9,113918.9,120202.3,36604.6,68287.5,45769.9,22517.6,15310.2,10898,4412.2,19171567,NA,39287,26191,6826,747,138,5942,6270,1909,3562,799,NA,600415.3,426313.9,99874,68511.6,31362.5,74227.4,511.9,73715.4,10513327,8665131,1848196,33587,1814609,57110,49199,40623,
New York,2005,NA,787298.4,NA,515144.9,130325.5,15125.6,2435.8,112764,141827.9,39427.9,88183.7,51380.5,36803.3,14216.2,9508.8,4707.4,19132610,NA,41150,26925,6812,791,127,5894,7413,2061,4609,743,NA,620245.3,446766.5,105269.1,72761.5,32507.6,68209.6,580.1,67629.5,10654520,8725242,1929278,32944,1896334,58214,51204,35663,
New York,2006,NA,847001.9,NA,548673,137493.2,15670.6,2258.2,119564.4,160835.7,52243.4,96308.2,53274.9,43033.3,12284,7341.4,4942.6,19104631,NA,44335,28719,7197,820,118,6258,8419,2735,5041,643,NA,664144.4,481718,109525.5,75382.9,34142.6,72900.9,385.5,72515.5,10810191,8809666,2000525,31639,1968886,61437,54681,36831,
New York,2007,NA,911071.4,NA,584011.8,143682.6,15931.2,2179.6,125571.8,183377,62022.5,110495.3,57255.5,53239.8,10859.2,5189.7,5669.5,19132335,NA,47619,30525,7510,833,114,6563,9585,3242,5775,568,NA,712535.1,523264.4,116215.2,80429.6,35785.5,73055.5,641.7,72413.8,11082809,8939062,2143747,32459,2111288,64292,58537,34298,
New York,2008,NA,927177.2,NA,586952,157071.3,16626.7,3330,137114.6,183153.9,61551.4,105102.5,58006,47096.5,16500,9405.6,7094.4,19212436,NA,48259,30551,8176,865,173,7137,9533,3204,5471,859,NA,718656.3,534642.7,121189.4,84094.3,37095.2,62824.2,869.3,61954.8,11197699,8999439,2198260,32649,2165611,64179,59408,28608,
New York,2009,NA,914586.3,NA,579300.4,172061.9,19668.1,8421,143972.8,163223.9,40579.1,99599.7,61442,38157.7,23045.1,14740,8305.1,19307066,NA,47371,30005,8912,1019,436,7457,8454,2102,5159,1194,NA,696322.8,496963.5,121993.1,86289.5,35703.5,77366.2,346.9,77019.3,10984350,8724856,2259494,32482,2227012,63392,56960,34584,
New York,2010,NA,954364.5,NA,608010.4,182471.4,21121,9273.9,152076.5,163882.7,39344,98484.4,63036.6,35447.7,26054.4,18208.1,7846.2,19405185,NA,49181,31332,9403,1088,478,7837,8445,2027,5075,1343,NA,733079.5,518024.6,126449.3,89840.7,36608.7,88605.5,925,87680.5,11005742,8708911,2296831,32327,2264504,66609,59482,38720,
New York,2011,NA,1009303.3,NA,640040.8,185632.6,21372.1,7491.5,156769,183630,48766.7,102941.6,65204.9,37736.7,31921.7,22491,9430.6,19526372,NA,51689,32778,9507,1095,384,8029,9404,2497,5272,1635,NA,762975.5,537593.3,128738.2,90831,37907.1,96644,1304.7,95339.3,11294064,8807999,2486065,32281,2453784,67555,61035,38854,
New York,2012,NA,1065474,NA,671197.7,184288.4,21849.9,6933.3,155505.2,209988,59157.5,116046.8,70538.4,45508.5,34783.8,25037.3,9746.5,19625409,NA,54291,34200,9390,1113,353,7924,10700,3014,5913,1772,NA,798315.2,553648.4,132793.6,93707.7,39085.9,111873.2,1065.6,110807.6,11432840,8932772,2500068,31786,2468282,69826,61979,44893,
New York,2013,NA,1081132.8,NA,679972,185876.2,22132,4998.3,158745.8,215284.6,58284.8,119414.4,73960.4,45454.1,37585.4,27382.6,10202.8,19712514,NA,54845,34494,9429,1123,254,8053,10921,2957,6058,1907,NA,819356.6,564948.4,140973.5,100291.3,40682.2,113434.7,1418.8,112015.8,11619137,9051229,2567908,32230,2535678,70518,62417,44176,
New York,2014,NA,1125896.6,NA,701989.7,190084.8,22241.6,2546.2,165297.1,233822.1,70957.4,122106.4,76089.7,46016.7,40758.2,28989.4,11768.8,19773580,NA,56939,35501,9613,1125,129,8359,11825,3588,6175,2061,NA,849823.3,600956.7,142642.4,99517.5,43124.9,106224.2,1390.5,104833.7,11866997,9221011,2645986,32249,2613737,71612,65173,40109,
New York,2015,NA,1172712.9,NA,724318.3,200653.5,22463.1,2312.7,175877.7,247741.1,75397.6,129275.5,80889.1,48386.4,43068,30347.6,12720.4,19819347,NA,59170,36546,10124,1133,117,8874,12500,3804,6523,2173,NA,878686.1,627174.7,147435.5,102488.3,44947.3,104075.9,701.5,103374.5,12099838,9385967,2713871,32657,2681214,72620,66820,38555,
New York,2016,NA,1208345.7,NA,747517.8,205878,22394.1,2181.6,181302.3,254949.8,78922.7,130057.4,80847.5,49210,45969.7,32252.4,13717.3,19836286,NA,60916,37684,10379,1129,110,9140,12853,3979,6557,2317,NA,906179.1,640498.9,147358,101743.2,45614.8,118322.2,354,117968.2,12259662,9510338,2749324,32628,2716696,73916,67348,43423,
