StateFull,Year,Place of residence profile,Personal income (millions of dollars),Derivation of personal income,Net earnings by place of residence,Personal current transfer receipts,Income maintenance benefits 1/,Unemployment insurance compensation,Retirement and other,"Dividends, interest, and rent",Personal dividend income,Personal interest income,Imputed interest receipts 2/,Monetary interest receipts,Rental income of persons,Imputed rent,Monetary rent,Population (persons) 3/,Per capita incomes (dollars),Per capita personal income 4/,Per capita net earnings 4/,Per capita personal current transfer receipts 4/,Per capita income maintenance benefits 4/,Per capita unemployment insurance compensation 4/,Per capita retirement and other 4/,"Per capita dividends, interest, and rent 4/",Per capita dividends 4/,Per capita interest 4/,Per capita rent 4/,Place of work profile (millions of dollars),Earnings by place of work,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 5/,Employer contributions for government social insurance,Proprietors' income,Farm proprietors' income,Nonfarm proprietors' income,Total employment (number of jobs),Wage and salary employment,Proprietors employment,Farm proprietors employment 6/,Nonfarm proprietors employment,Average earnings per job (dollars),Average wages and salaries,Average nonfarm proprietors' income,Column1
Texas,2010,NA,966900.3,NA,657149.3,158614.5,20521.6,7031.2,131061.6,151136.6,40315.5,89505.1,62095.8,27409.3,21316,11302.4,10013.5,25241648,NA,38306,26034,6284,813,279,5192,5988,1597,3546,844,NA,730851.1,501475.4,108343.8,73987.2,34356.6,121031.9,1973.9,119058,14262558,10780441,3482117,223089,3259028,51243,46517,36532,
Texas,2011,NA,1058034.2,NA,720950.2,164222.4,21280.9,5631.4,137310,172861.6,52932.6,92874.8,63785.3,29089.5,27054.2,14361.1,12693.1,25644424,NA,41258,28113,6404,830,220,5354,6741,2064,3622,1055,NA,790779.2,532550.3,110586,74004.8,36581.2,147642.9,1252.2,146390.7,14681432,11026067,3655365,224186,3431179,53863,48299,42665,
Texas,2012,NA,1133801.1,NA,774212.6,163712,21467.7,4737.8,137506.5,195876.5,63570.5,102165.5,67225,34940.5,30140.5,16172.4,13968.1,26078327,NA,43477,29688,6278,823,182,5273,7511,2438,3918,1156,NA,848490,568953.2,117676.9,78749.4,38927.6,161859.9,1011.1,160848.8,15095912,11358574,3737338,222832,3514506,56207,50090,45767,
Texas,2013,NA,1160361.6,NA,800966.7,169539.3,21738,3667,144134.3,189855.6,59367.6,96533.1,66558.6,29974.5,33954.9,17947.9,16007,26479279,NA,43821,30249,6403,821,138,5443,7170,2242,3646,1282,NA,888537,590997.2,126227.9,85782.7,40445.2,171311.9,3758.5,167553.4,15529989,11664195,3865794,224700,3641094,57214,50668,46017,
Texas,2014,NA,1250849.5,NA,859358.7,179016.9,22089.9,2332.2,154594.7,212473.9,69610.8,103573.8,70791.1,32782.7,39289.4,19463.1,19826.3,26954436,NA,46406,31882,6641,820,87,5735,7883,2583,3843,1458,NA,952204.3,633020.3,132625.8,89866.8,42759,186558.2,2765.7,183792.5,15998113,12019579,3978534,222115,3756419,59520,52666,48928,
Texas,2015,NA,1282379.9,NA,866207.9,190804.9,21959.9,2833.3,166011.7,225367.1,75698.9,111001.4,75395.3,35606.1,38666.8,21675.1,16991.7,27454880,NA,46709,31550,6950,800,103,6047,8209,2757,4043,1408,NA,963168.9,661458.1,141375.6,96614.8,44760.8,160335.2,4257.4,156077.8,16409479,12306014,4103465,219381,3884084,58696,53751,40184,
Texas,2016,NA,1287687.3,NA,858397.1,201069,22314.6,3081.3,175673.2,228221.2,78815.3,110666.7,74494.3,36172.4,38739.2,23641.3,15097.9,27904862,NA,46146,30762,7206,800,110,6295,8179,2824,3966,1388,NA,957209.3,670315.3,142190.5,96486.7,45703.8,144703.5,685.9,144017.6,16674238,12448418,4225820,218681,4007139,57406,53847,35940,
Texas,2017,NA,1340568.4,NA,895712.9,206050.3,23423.7,2493.2,180133.3,238805.3,81246.4,117157,77145.7,40011.4,40401.8,25426.1,14975.7,28304596,NA,47362,31645,7280,828,88,6364,8437,2870,4139,1427,NA,999391,700180.9,148860.6,100593.5,48267.2,150349.4,1496,148853.4,16962938,12644682,4318256,217274,4100982,58916,55374,36297,
United States,1998,NA,7601594,NA,5084084,983878,107098,19856,856924,1533632,355436,1012991,580068,432923,165205,101291,63914,275854104,NA,27557,18430,3567,388,72,3106,5560,1288,3672,599,NA,5707014,4177471,887008,580252,306756,642535,30834,611701,158481200,131920000,26561200,2249000,24312200,36011,31667,25160,
United States,1999,NA,8001563,NA,5440247,1026144,109356,20747,896041,1535172,346563,1010112,597435,412677,178497,115188,63309,279040168,NA,28675,19496,3677,392,74,3211,5502,1242,3620,640,NA,6098042,4456769,942209,619356,322853,699064,30755,668309,161531300,134766000,26765300,2237000,24528300,37751,33070,27246,
United States,2000,NA,8650325,NA,5896481,1087280,110582,20989,955709,1666564,383501,1099587,633944,465643,183476,120853,62623,282162411,NA,30657,20897,3853,392,74,3387,5906,1359,3897,650,NA,6598743,4823765,1019616,674890,344726,755362,32996,722366,165370800,137610000,27760800,2224000,25536800,39903,35054,28287,
United States,2001,NA,9001839,NA,6135866,1192565,113847,32148,1046570,1673408,369342,1101665,626212,475453,202401,134779,67622,284968955,NA,31589,21532,4185,400,113,3673,5872,1296,3866,710,NA,6865291,4950126,1081914,724466,357448,833251,34334,798917,165522200,137334000,28188200,2190000,25998200,41477,36044,30730,
United States,2002,NA,9155663,NA,6253448,1285190,124986,53736,1106468,1617025,398800,1007170,628695,378475,211055,146301,64754,287625193,NA,31832,21742,4468,435,187,3847,5622,1387,3502,734,NA,7001130,4992622,1136091,770625,365466,872417,22590,849827,165095100,136301000,28794100,2032000,26762100,42407,36629,31755,
United States,2003,NA,9480901,NA,6468388,1347228,137644,53573,1156011,1665285,432138,1001674,643015,358659,231473,165400,66073,290107933,NA,32681,22296,4644,474,185,3985,5740,1490,3453,798,NA,7243665,5133728,1210736,828879,381857,899201,38811,860390,165921500,135967000,29954500,1953000,28001500,43657,37757,30727,
United States,2004,NA,10028781,NA,6849968,1421206,149094,37084,1235028,1757607,561683,947067,655400,291667,248857,180412,68445,292805298,NA,34251,23394,4854,509,127,4218,6003,1918,3234,850,NA,7675133,5416803,1293698,885655,408043,964632,54126,910506,168839700,137404000,31435700,1894000,29541700,45458,39422,30821,
United States,2005,NA,10593946,NA,7170317,1516711,165905,32277,1318529,1906918,577756,1097154,686930,410224,232008,158589,73419,295516599,NA,35849,24264,5132,561,109,4462,6453,1955,3713,785,NA,8039648,5688398,1369719,942364,427355,981531,50304,931227,172338400,139341000,32997400,1875000,31122400,46650,40824,29921,
United States,2006,NA,11372589,NA,7601266,1613814,170430,30899,1412485,2157509,722775,1232443,729041,503402,202291,125255,77036,298379912,NA,38114,25475,5409,571,104,4734,7231,2422,4130,678,NA,8519777,6051357,1417923,971322,446601,1050497,33928,1016569,175868600,141660000,34208600,1827000,32381600,48444,42717,31393,
United States,2007,NA,12002204,NA,7909377,1728065,180646,33382,1514037,2364762,815239,1365171,776363,588808,184352,97636,86716,301231207,NA,39844,26257,5737,600,111,5026,7850,2706,4532,612,NA,8866784,6392832,1477079,1016102,460977,996873,43084,953789,179543700,143170000,36373700,1914000,34459700,49385,44652,27678,
United States,2008,NA,12438527,NA,8029232,1955082,196000,52014,1707068,2454213,804585,1392967,828284,564683,256661,145955,110706,304093966,NA,40904,26404,6429,645,171,5614,8071,2646,4581,844,NA,9013458,6531099,1517532,1046848,470684,964827,44100,920727,179213900,142584000,36629900,1897000,34732900,50294,45805,26509,
United States,2009,NA,12051307,NA,7728638,2146693,230848,131990,1783855,2175976,552965,1295667,836483,459184,327344,214976,112368,306771529,NA,39284,25193,6998,753,430,5815,7093,1803,4224,1067,NA,8688446,6241491,1504178,1046866,457312,942777,32307,910470,173636700,136242000,37394700,1884000,35510700,50038,45812,25639,
